validTimeUtc,dayOfWeek,dayOrNight,expirationTimeUtc,iconCode,iconCodeExtend,precipChance,precipType,pressureMeanSeaLevel,qpf,qpfSnow,relativeHumidity,temperature,temperatureDewPoint,temperatureFeelsLike,temperatureHeatIndex,temperatureWindChill,uvDescription,uvIndex,validTimeLocal,cloudCover,visibility,windDirection,windDirectionCardinal,windGust,windSpeed,wxPhraseLong,wxPhraseShort,wxSeverity
validTimeUtc,dayOfWeek,dayOrNight,expirationTimeUtc,iconCode,iconCodeExtend,precipChance,precipType,pressureMeanSeaLevel,qpf,qpfSnow,relativeHumidity,temperature,temperatureDewPoint,temperatureFeelsLike,temperatureHeatIndex,temperatureWindChill,uvDescription,uvIndex,validTimeLocal,cloudCover,visibility,windDirection,windDirectionCardinal,windGust,windSpeed,wxPhraseLong,wxPhraseShort,wxSeverity
Friday May 5 2023 at 1:00:00 PM,Friday,D,1683305063,26,2600,15,rain,30.2,0,0,51,63,45,63,63,63,Moderate,4,2023-05-05T13:00:00-0400,88,10,16,NNE,,5,Cloudy,Cloudy,1
Friday May 5 2023 at 2:00:00 PM,Friday,D,1683305063,26,2600,15,rain,30.19,0,0,52,62,45,62,62,62,Moderate,5,2023-05-05T14:00:00-0400,86,10,4,N,,4,Cloudy,Cloudy,1
Friday May 5 2023 at 3:00:00 PM,Friday,D,1683305063,28,2800,15,rain,30.18,0,0,50,63,44,63,63,63,Moderate,4,2023-05-05T15:00:00-0400,79,10,347,NNW,,5,Mostly Cloudy,M Cloudy,1
Friday May 5 2023 at 4:00:00 PM,Friday,D,1683305063,28,2800,15,rain,30.18,0,0,52,63,45,63,63,63,Moderate,3,2023-05-05T16:00:00-0400,66,10,321,NW,,5,Mostly Cloudy,M Cloudy,1
Friday May 5 2023 at 5:00:00 PM,Friday,D,1683305063,28,2800,18,rain,30.18,0,0,54,62,45,62,62,62,Low,2,2023-05-05T17:00:00-0400,62,10,349,N,,6,Mostly Cloudy,M Cloudy,1
Friday May 5 2023 at 6:00:00 PM,Friday,D,1683305063,30,3000,19,rain,30.19,0,0,55,62,45,62,62,62,Low,1,2023-05-05T18:00:00-0400,50,10,53,NE,,5,Partly Cloudy,P Cloudy,1
Friday May 5 2023 at 7:00:00 PM,Friday,D,1683305063,30,3000,16,rain,30.2,0,0,63,60,47,59,60,59,Low,0,2023-05-05T19:00:00-0400,42,10,74,ENE,,7,Partly Cloudy,P Cloudy,1
Friday May 5 2023 at 8:00:00 PM,Friday,D,1683305963,34,3400,11,rain,30.22,0,0,71,57,47,55,57,55,Low,0,2023-05-05T20:00:00-0400,27,9,96,E,,6,Mostly Sunny,M Sunny,1
Friday May 5 2023 at 9:00:00 PM,Friday,N,1683305963,33,3300,13,rain,30.24,0,0,77,55,48,54,55,54,Low,0,2023-05-05T21:00:00-0400,24,8,100,E,,4,Mostly Clear,M Clear,1
Friday May 5 2023 at 10:00:00 PM,Friday,N,1683305963,33,3300,11,rain,30.25,0,0,80,54,48,53,54,53,Low,0,2023-05-05T22:00:00-0400,20,6,119,ESE,,4,Mostly Clear,M Clear,1
Friday May 5 2023 at 11:00:00 PM,Friday,N,1683305963,33,3300,8,rain,30.26,0,0,82,53,48,53,53,53,Low,0,2023-05-05T23:00:00-0400,20,5,143,SE,,3,Mostly Clear,M Clear,1
Saturday May 6 2023 at 12:00:00 AM,Saturday,N,1683305963,33,3300,9,rain,30.26,0,0,85,52,48,52,52,52,Low,0,2023-05-06T00:00:00-0400,21,4,77,ENE,,3,Mostly Clear,M Clear,1
Saturday May 6 2023 at 1:00:00 AM,Saturday,N,1683305963,33,3300,9,rain,30.27,0,0,87,51,47,51,51,51,Low,0,2023-05-06T01:00:00-0400,23,4,8,N,,2,Mostly Clear,M Clear,1
Saturday May 6 2023 at 2:00:00 AM,Saturday,N,1683305963,33,3300,9,rain,30.27,0,0,87,50,46,50,50,50,Low,0,2023-05-06T02:00:00-0400,27,3,6,N,,2,Mostly Clear,M Clear,1
Saturday May 6 2023 at 3:00:00 AM,Saturday,N,1683305963,29,2900,9,rain,30.27,0,0,87,49,45,49,49,49,Low,0,2023-05-06T03:00:00-0400,30,2.9,5,N,,2,Partly Cloudy,P Cloudy,1
Saturday May 6 2023 at 4:00:00 AM,Saturday,N,1683305963,29,2900,9,rain,30.27,0,0,88,48,45,48,48,48,Low,0,2023-05-06T04:00:00-0400,41,2.7,0,N,,2,Partly Cloudy,P Cloudy,1
Saturday May 6 2023 at 5:00:00 AM,Saturday,N,1683305963,29,2900,9,rain,30.28,0,0,90,48,45,47,48,47,Low,0,2023-05-06T05:00:00-0400,45,2.7,346,NNW,,3,Partly Cloudy,P Cloudy,1
Saturday May 6 2023 at 6:00:00 AM,Saturday,D,1683305963,30,3000,9,rain,30.29,0,0,90,47,44,46,47,46,Low,0,2023-05-06T06:00:00-0400,47,2.9,349,N,,3,Partly Cloudy,P Cloudy,1
Saturday May 6 2023 at 7:00:00 AM,Saturday,D,1683305963,30,3000,9,rain,30.3,0,0,87,48,45,48,48,48,Low,0,2023-05-06T07:00:00-0400,47,4,344,NNW,,3,Partly Cloudy,P Cloudy,1
Saturday May 6 2023 at 8:00:00 AM,Saturday,D,1683305963,30,3000,7,rain,30.3,0,0,81,52,46,52,52,52,Low,1,2023-05-06T08:00:00-0400,34,6,341,NNW,,4,Partly Cloudy,P Cloudy,1
Saturday May 6 2023 at 9:00:00 AM,Saturday,D,1683305963,34,3400,5,rain,30.3,0,0,68,58,47,58,58,58,Low,2,2023-05-06T09:00:00-0400,22,9,340,NNW,,4,Mostly Sunny,M Sunny,1
Saturday May 6 2023 at 10:00:00 AM,Saturday,D,1683305963,32,3200,2,rain,30.3,0,0,59,61,47,61,61,61,Moderate,4,2023-05-06T10:00:00-0400,14,10,344,NNW,,5,Sunny,Sunny,1
Saturday May 6 2023 at 11:00:00 AM,Saturday,D,1683305963,32,3200,0,rain,30.29,0,0,52,64,46,64,64,64,High,6,2023-05-06T11:00:00-0400,8,10,335,NNW,,5,Sunny,Sunny,1
Saturday May 6 2023 at 12:00:00 PM,Saturday,D,1683305963,32,3200,0,rain,30.27,0,0,47,66,45,66,66,66,High,7,2023-05-06T12:00:00-0400,16,10,333,NNW,,5,Sunny,Sunny,1
Saturday May 6 2023 at 1:00:00 PM,Saturday,D,1683305963,34,3400,0,rain,30.25,0,0,44,67,44,67,67,67,Very High,8,2023-05-06T13:00:00-0400,20,10,317,NW,,6,Mostly Sunny,M Sunny,1
Saturday May 6 2023 at 2:00:00 PM,Saturday,D,1683305963,30,3000,0,rain,30.24,0,0,41,68,44,68,68,68,High,7,2023-05-06T14:00:00-0400,33,10,317,NW,,7,Partly Cloudy,P Cloudy,1
Saturday May 6 2023 at 3:00:00 PM,Saturday,D,1683305963,30,3000,0,rain,30.22,0,0,39,69,43,69,69,69,High,6,2023-05-06T15:00:00-0400,32,10,315,NW,,7,Partly Cloudy,P Cloudy,1
Saturday May 6 2023 at 4:00:00 PM,Saturday,D,1683305963,30,3000,0,rain,30.2,0,0,38,70,43,70,70,70,Moderate,4,2023-05-06T16:00:00-0400,34,10,318,NW,,7,Partly Cloudy,P Cloudy,1
Saturday May 6 2023 at 5:00:00 PM,Saturday,D,1683305963,34,3400,0,rain,30.19,0,0,37,70,43,70,70,70,Low,2,2023-05-06T17:00:00-0400,28,10,307,NW,,8,Mostly Sunny,M Sunny,1
Saturday May 6 2023 at 6:00:00 PM,Saturday,D,1683305963,34,3400,0,rain,30.19,0,0,39,69,43,69,69,69,Low,1,2023-05-06T18:00:00-0400,28,10,302,WNW,,8,Mostly Sunny,M Sunny,1
Saturday May 6 2023 at 7:00:00 PM,Saturday,D,1683305963,34,3400,0,rain,30.18,0,0,42,68,44,68,68,68,Low,0,2023-05-06T19:00:00-0400,21,10,306,NW,,6,Mostly Sunny,M Sunny,1
Saturday May 6 2023 at 8:00:00 PM,Saturday,D,1683305963,34,3400,0,rain,30.19,0,0,50,65,46,65,65,65,Low,0,2023-05-06T20:00:00-0400,24,10,315,NW,,5,Mostly Sunny,M Sunny,1
Saturday May 6 2023 at 9:00:00 PM,Saturday,N,1683305963,31,3100,1,rain,30.19,0,0,53,63,46,63,63,63,Low,0,2023-05-06T21:00:00-0400,19,10,307,NW,,5,Clear,Clear,1
Saturday May 6 2023 at 10:00:00 PM,Saturday,N,1683305963,33,3300,2,rain,30.2,0,0,57,61,46,61,61,61,Low,0,2023-05-06T22:00:00-0400,22,10,276,W,,5,Mostly Clear,M Clear,1
Saturday May 6 2023 at 11:00:00 PM,Saturday,N,1683305963,33,3300,3,rain,30.2,0,0,62,59,46,59,59,59,Low,0,2023-05-06T23:00:00-0400,28,10,289,WNW,,4,Mostly Clear,M Clear,1
Sunday May 7 2023 at 12:00:00 AM,Sunday,N,1683305963,33,3300,3,rain,30.19,0,0,64,57,45,57,57,57,Low,0,2023-05-07T00:00:00-0400,29,10,289,WNW,,5,Mostly Clear,M Clear,1
Sunday May 7 2023 at 1:00:00 AM,Sunday,N,1683305963,33,3300,4,rain,30.19,0,0,67,56,45,55,56,55,Low,0,2023-05-07T01:00:00-0400,25,10,303,WNW,,4,Mostly Clear,M Clear,1
Sunday May 7 2023 at 2:00:00 AM,Sunday,N,1683305963,33,3300,4,rain,30.18,0,0,69,54,44,54,54,54,Low,0,2023-05-07T02:00:00-0400,29,10,313,NW,,3,Mostly Clear,M Clear,1
Sunday May 7 2023 at 3:00:00 AM,Sunday,N,1683305963,33,3300,5,rain,30.18,0,0,73,53,44,53,53,53,Low,0,2023-05-07T03:00:00-0400,29,10,303,WNW,,3,Mostly Clear,M Clear,1
Sunday May 7 2023 at 4:00:00 AM,Sunday,N,1683305963,29,2900,6,rain,30.17,0,0,75,52,44,52,52,52,Low,0,2023-05-07T04:00:00-0400,30,9,312,NW,,3,Partly Cloudy,P Cloudy,1
Sunday May 7 2023 at 5:00:00 AM,Sunday,N,1683305963,29,2900,6,rain,30.17,0,0,76,52,45,52,52,52,Low,0,2023-05-07T05:00:00-0400,31,9,303,WNW,,3,Partly Cloudy,P Cloudy,1
Sunday May 7 2023 at 6:00:00 AM,Sunday,D,1683305963,30,3000,6,rain,30.17,0,0,79,51,45,51,51,51,Low,0,2023-05-07T06:00:00-0400,32,8,315,NW,,3,Partly Cloudy,P Cloudy,1
Sunday May 7 2023 at 7:00:00 AM,Sunday,D,1683305963,34,3400,5,rain,30.17,0,0,76,53,46,53,53,53,Low,0,2023-05-07T07:00:00-0400,29,10,324,NW,,2,Mostly Sunny,M Sunny,1
Sunday May 7 2023 at 8:00:00 AM,Sunday,D,1683305963,34,3400,3,rain,30.16,0,0,68,58,47,58,58,58,Low,1,2023-05-07T08:00:00-0400,29,10,315,NW,,2,Mostly Sunny,M Sunny,1
Sunday May 7 2023 at 9:00:00 AM,Sunday,D,1683305963,30,3000,2,rain,30.15,0,0,59,62,48,62,62,62,Low,2,2023-05-07T09:00:00-0400,37,10,256,WSW,,3,Partly Cloudy,P Cloudy,1
Sunday May 7 2023 at 10:00:00 AM,Sunday,D,1683305963,30,3000,0,rain,30.13,0,0,55,66,49,66,66,66,Moderate,4,2023-05-07T10:00:00-0400,52,10,230,SW,,4,Partly Cloudy,P Cloudy,1
Sunday May 7 2023 at 11:00:00 AM,Sunday,D,1683305963,30,3000,2,rain,30.11,0,0,51,68,50,68,68,68,High,6,2023-05-07T11:00:00-0400,48,10,220,SW,,5,Partly Cloudy,P Cloudy,1
Sunday May 7 2023 at 12:00:00 PM,Sunday,D,1683305963,30,3000,2,rain,30.09,0,0,52,69,51,69,69,69,High,7,2023-05-07T12:00:00-0400,57,10,216,SW,,6,Partly Cloudy,P Cloudy,1
Sunday May 7 2023 at 1:00:00 PM,Sunday,D,1683305963,30,3000,2,rain,30.06,0,0,49,72,51,72,72,72,High,7,2023-05-07T13:00:00-0400,58,10,215,SW,,7,Partly Cloudy,P Cloudy,1
Sunday May 7 2023 at 2:00:00 PM,Sunday,D,1683305963,28,2800,7,rain,30.03,0,0,49,72,52,72,72,72,High,6,2023-05-07T14:00:00-0400,63,10,211,SSW,,7,Mostly Cloudy,M Cloudy,1
Sunday May 7 2023 at 3:00:00 PM,Sunday,D,1683305963,28,2800,15,rain,30,0,0,48,73,53,73,73,73,Moderate,5,2023-05-07T15:00:00-0400,73,10,208,SSW,,8,Mostly Cloudy,M Cloudy,1
Sunday May 7 2023 at 4:00:00 PM,Sunday,D,1683305963,28,2800,19,rain,29.98,0,0,49,74,53,74,74,74,Moderate,3,2023-05-07T16:00:00-0400,72,10,208,SSW,,8,Mostly Cloudy,M Cloudy,1
Sunday May 7 2023 at 5:00:00 PM,Sunday,D,1683305963,26,2600,24,rain,29.95,0,0,51,73,54,73,73,73,Low,1,2023-05-07T17:00:00-0400,83,10,215,SW,,8,Cloudy,Cloudy,1
Sunday May 7 2023 at 6:00:00 PM,Sunday,D,1683305963,11,4600,33,rain,29.94,0.02,0,57,71,55,71,71,71,Low,0,2023-05-07T18:00:00-0400,88,9,203,SSW,,7,Few Showers,Few Showers,1
Sunday May 7 2023 at 7:00:00 PM,Sunday,D,1683305963,11,1100,48,rain,29.93,0.02,0,60,69,55,69,69,69,Low,0,2023-05-07T19:00:00-0400,86,9,186,S,,6,Showers,Showers,1
Sunday May 7 2023 at 8:00:00 PM,Sunday,D,1683305963,11,1100,37,rain,29.93,0.01,0,66,67,56,67,67,67,Low,0,2023-05-07T20:00:00-0400,86,9,192,S,,5,Showers,Showers,1
Sunday May 7 2023 at 9:00:00 PM,Sunday,N,1683305963,26,2600,24,rain,29.93,0,0,71,66,56,66,66,66,Low,0,2023-05-07T21:00:00-0400,87,9,136,SE,,4,Cloudy,Cloudy,1
Sunday May 7 2023 at 10:00:00 PM,Sunday,N,1683305963,26,2600,17,rain,29.91,0,0,75,64,56,64,64,64,Low,0,2023-05-07T22:00:00-0400,81,8,151,SSE,,5,Cloudy,Cloudy,1
Sunday May 7 2023 at 11:00:00 PM,Sunday,N,1683305963,27,2700,19,rain,29.9,0,0,79,63,56,63,63,63,Low,0,2023-05-07T23:00:00-0400,78,8,203,SSW,,5,Mostly Cloudy,M Cloudy,1
Monday May 8 2023 at 12:00:00 AM,Monday,N,1683305963,26,2600,20,rain,29.89,0,0,80,62,56,62,62,62,Low,0,2023-05-08T00:00:00-0400,83,7,231,SW,,4,Cloudy,Cloudy,1
Monday May 8 2023 at 1:00:00 AM,Monday,N,1683305963,27,2700,20,rain,29.87,0,0,82,61,56,61,61,61,Low,0,2023-05-08T01:00:00-0400,63,7,270,W,,4,Mostly Cloudy,M Cloudy,1
Monday May 8 2023 at 2:00:00 AM,Monday,N,1683305963,27,2700,11,rain,29.85,0,0,84,61,56,61,61,61,Low,0,2023-05-08T02:00:00-0400,65,7,270,W,,4,Mostly Cloudy,M Cloudy,1
Monday May 8 2023 at 3:00:00 AM,Monday,N,1683305963,27,2700,11,rain,29.86,0,0,86,60,56,60,60,60,Low,0,2023-05-08T03:00:00-0400,68,7,270,W,,4,Mostly Cloudy,M Cloudy,1
Monday May 8 2023 at 4:00:00 AM,Monday,N,1683305963,27,2700,12,rain,29.85,0,0,88,59,56,59,59,59,Low,0,2023-05-08T04:00:00-0400,66,6,296,WNW,,3,Mostly Cloudy,M Cloudy,1
Monday May 8 2023 at 5:00:00 AM,Monday,N,1683305963,27,2700,8,rain,29.85,0,0,90,59,56,59,59,59,Low,0,2023-05-08T05:00:00-0400,65,5,304,WNW,,3,Mostly Cloudy,M Cloudy,1
Monday May 8 2023 at 6:00:00 AM,Monday,D,1683305963,28,2800,8,rain,29.85,0,0,89,59,56,59,59,59,Low,0,2023-05-08T06:00:00-0400,75,6,312,NW,,3,Mostly Cloudy,M Cloudy,1
Monday May 8 2023 at 7:00:00 AM,Monday,D,1683305963,28,2800,8,rain,29.87,0,0,87,60,57,60,60,60,Low,0,2023-05-08T07:00:00-0400,68,7,310,NW,,4,Mostly Cloudy,M Cloudy,1
Monday May 8 2023 at 8:00:00 AM,Monday,D,1683305963,28,2800,10,rain,29.87,0,0,80,63,57,63,63,63,Low,1,2023-05-08T08:00:00-0400,72,8,311,NW,,5,Mostly Cloudy,M Cloudy,1
Monday May 8 2023 at 9:00:00 AM,Monday,D,1683305963,28,2800,8,rain,29.88,0,0,74,66,57,66,66,66,Low,2,2023-05-08T09:00:00-0400,71,9,311,NW,,5,Mostly Cloudy,M Cloudy,1
Monday May 8 2023 at 10:00:00 AM,Monday,D,1683305963,28,2800,3,rain,29.87,0,0,67,69,57,69,69,69,Moderate,3,2023-05-08T10:00:00-0400,70,10,320,NW,,5,Mostly Cloudy,M Cloudy,1
Monday May 8 2023 at 11:00:00 AM,Monday,D,1683305963,28,2800,11,rain,29.87,0,0,62,71,57,71,71,71,High,6,2023-05-08T11:00:00-0400,62,10,318,NW,,6,Mostly Cloudy,M Cloudy,1
Monday May 8 2023 at 12:00:00 PM,Monday,D,1683305963,28,2800,9,rain,29.86,0,0,60,73,58,73,73,73,High,6,2023-05-08T12:00:00-0400,63,10,315,NW,,7,Mostly Cloudy,M Cloudy,1
Monday May 8 2023 at 1:00:00 PM,Monday,D,1683305963,28,2800,5,rain,29.84,0,0,56,75,58,75,75,75,High,7,2023-05-08T13:00:00-0400,61,10,300,WNW,,7,Mostly Cloudy,M Cloudy,1
Monday May 8 2023 at 2:00:00 PM,Monday,D,1683305963,28,2800,12,rain,29.82,0,0,54,77,58,77,77,77,High,6,2023-05-08T14:00:00-0400,68,10,295,WNW,,7,Mostly Cloudy,M Cloudy,1
Monday May 8 2023 at 3:00:00 PM,Monday,D,1683305963,28,2800,13,rain,29.8,0,0,52,78,58,80,80,78,Moderate,5,2023-05-08T15:00:00-0400,67,10,291,WNW,,8,Mostly Cloudy,M Cloudy,1
Monday May 8 2023 at 4:00:00 PM,Monday,D,1683305963,28,2800,17,rain,29.79,0,0,51,78,58,80,80,78,Moderate,3,2023-05-08T16:00:00-0400,71,10,284,WNW,,8,Mostly Cloudy,M Cloudy,1
Monday May 8 2023 at 5:00:00 PM,Monday,D,1683305963,38,3800,35,rain,29.78,0.01,0,52,77,58,77,77,77,Low,2,2023-05-08T17:00:00-0400,72,9,279,W,,8,Scattered Thunderstorms,Sct T-Storms,2
Monday May 8 2023 at 6:00:00 PM,Monday,D,1683305963,38,3800,41,rain,29.78,0.02,0,56,76,59,76,76,76,Low,1,2023-05-08T18:00:00-0400,72,9,278,W,,8,Scattered Thunderstorms,Sct T-Storms,2
Monday May 8 2023 at 7:00:00 PM,Monday,D,1683305963,38,3800,43,rain,29.78,0.02,0,63,74,60,74,74,74,Low,0,2023-05-08T19:00:00-0400,77,9,277,W,,6,Scattered Thunderstorms,Sct T-Storms,2
Monday May 8 2023 at 8:00:00 PM,Monday,D,1683305963,38,3800,55,rain,29.79,0.05,0,70,71,61,71,71,71,Low,0,2023-05-08T20:00:00-0400,87,9,287,WNW,,5,Scattered Thunderstorms,Sct T-Storms,2
Monday May 8 2023 at 9:00:00 PM,Monday,N,1683305963,47,3809,58,rain,29.8,0.05,0,76,68,60,68,68,68,Low,0,2023-05-08T21:00:00-0400,87,9,217,SW,,4,Scattered Thunderstorms,Sct T-Storms,2
Monday May 8 2023 at 10:00:00 PM,Monday,N,1683305963,47,3809,58,rain,29.81,0.04,0,82,66,60,66,66,66,Low,0,2023-05-08T22:00:00-0400,83,8,225,SW,,5,Scattered Thunderstorms,Sct T-Storms,2
Monday May 8 2023 at 11:00:00 PM,Monday,N,1683305963,11,1100,53,rain,29.8,0.04,0,84,64,59,64,64,64,Low,0,2023-05-08T23:00:00-0400,84,7,278,W,,5,Showers,Showers,1
Tuesday May 9 2023 at 12:00:00 AM,Tuesday,N,1683305963,11,1100,53,rain,29.8,0.02,0,85,63,59,63,63,63,Low,0,2023-05-09T00:00:00-0400,83,5,315,NW,,5,Showers,Showers,1
Tuesday May 9 2023 at 1:00:00 AM,Tuesday,N,1683305963,11,1100,41,rain,29.78,0.01,0,87,62,58,62,62,62,Low,0,2023-05-09T01:00:00-0400,80,5,350,N,,4,Showers,Showers,1
Tuesday May 9 2023 at 2:00:00 AM,Tuesday,N,1683305963,27,2700,22,rain,29.77,0,0,88,62,58,62,62,62,Low,0,2023-05-09T02:00:00-0400,78,5,15,NNE,,4,Mostly Cloudy,M Cloudy,1
Tuesday May 9 2023 at 3:00:00 AM,Tuesday,N,1683305963,11,1100,35,rain,29.77,0,0,87,62,58,62,62,62,Low,0,2023-05-09T03:00:00-0400,79,5,0,N,,4,Showers,Showers,1
Tuesday May 9 2023 at 4:00:00 AM,Tuesday,N,1683305963,11,4600,32,rain,29.77,0,0,88,61,57,61,61,61,Low,0,2023-05-09T04:00:00-0400,82,5,6,N,,5,Few Showers,Few Showers,1
Tuesday May 9 2023 at 5:00:00 AM,Tuesday,N,1683305963,11,4600,31,rain,29.77,0,0,86,61,57,61,61,61,Low,0,2023-05-09T05:00:00-0400,83,5,349,N,,5,Few Showers,Few Showers,1
Tuesday May 9 2023 at 6:00:00 AM,Tuesday,D,1683305963,11,1100,38,rain,29.79,0,0,84,61,56,61,61,61,Low,0,2023-05-09T06:00:00-0400,81,7,6,N,,5,Showers,Showers,1
Tuesday May 9 2023 at 7:00:00 AM,Tuesday,D,1683305963,11,4600,33,rain,29.81,0,0,83,61,56,61,61,61,Low,0,2023-05-09T07:00:00-0400,76,8,15,NNE,,6,Few Showers,Few Showers,1
Tuesday May 9 2023 at 8:00:00 AM,Tuesday,D,1683305963,28,2800,24,rain,29.83,0,0,80,63,57,62,63,62,Low,1,2023-05-09T08:00:00-0400,73,9,14,NNE,,8,Mostly Cloudy,M Cloudy,1
Tuesday May 9 2023 at 9:00:00 AM,Tuesday,D,1683305963,28,2800,24,rain,29.84,0,0,73,66,57,66,66,66,Low,2,2023-05-09T09:00:00-0400,63,10,18,NNE,,9,Mostly Cloudy,M Cloudy,1
Tuesday May 9 2023 at 10:00:00 AM,Tuesday,D,1683305963,28,2800,21,rain,29.85,0,0,68,67,56,67,67,67,Moderate,4,2023-05-09T10:00:00-0400,62,10,30,NNE,,9,Mostly Cloudy,M Cloudy,1
Tuesday May 9 2023 at 11:00:00 AM,Tuesday,D,1683305963,28,2800,22,rain,29.87,0,0,64,68,56,68,68,68,Moderate,5,2023-05-09T11:00:00-0400,74,10,45,NE,,8,Mostly Cloudy,M Cloudy,1
Tuesday May 9 2023 at 12:00:00 PM,Tuesday,D,1683305963,38,3800,41,rain,29.87,0.01,0,63,69,56,69,69,69,High,6,2023-05-09T12:00:00-0400,63,9,43,NE,,8,Scattered Thunderstorms,Sct T-Storms,2
Tuesday May 9 2023 at 1:00:00 PM,Tuesday,D,1683305963,38,3800,45,rain,29.87,0.02,0,64,69,56,69,69,69,High,7,2023-05-09T13:00:00-0400,74,9,27,NNE,,8,Scattered Thunderstorms,Sct T-Storms,2
Tuesday May 9 2023 at 2:00:00 PM,Tuesday,D,1683305963,38,3800,56,rain,29.87,0.02,0,68,68,57,68,68,68,High,6,2023-05-09T14:00:00-0400,74,9,24,NNE,,8,Scattered Thunderstorms,Sct T-Storms,2
Tuesday May 9 2023 at 3:00:00 PM,Tuesday,D,1683305963,38,3800,54,rain,29.87,0.02,0,68,68,57,68,68,68,Moderate,5,2023-05-09T15:00:00-0400,74,9,38,NE,,8,Scattered Thunderstorms,Sct T-Storms,2
Tuesday May 9 2023 at 4:00:00 PM,Tuesday,D,1683305963,38,3800,52,rain,29.87,0.01,0,67,68,57,68,68,68,Moderate,3,2023-05-09T16:00:00-0400,75,9,53,NE,,8,Scattered Thunderstorms,Sct T-Storms,2
Tuesday May 9 2023 at 5:00:00 PM,Tuesday,D,1683305963,11,1100,39,rain,29.88,0.01,0,68,66,56,66,66,66,Low,1,2023-05-09T17:00:00-0400,76,9,65,ENE,,8,Showers,Showers,1
Tuesday May 9 2023 at 6:00:00 PM,Tuesday,D,1683305963,11,1100,42,rain,29.89,0.01,0,67,66,54,66,66,66,Low,1,2023-05-09T18:00:00-0400,76,9,86,E,,8,Showers,Showers,1
Tuesday May 9 2023 at 7:00:00 PM,Tuesday,D,1683305963,11,1100,40,rain,29.9,0.01,0,65,65,53,65,65,65,Low,0,2023-05-09T19:00:00-0400,75,9,86,E,,7,Showers,Showers,1
Tuesday May 9 2023 at 8:00:00 PM,Tuesday,D,1683305963,11,1100,35,rain,29.92,0.01,0,69,62,52,62,62,62,Low,0,2023-05-09T20:00:00-0400,75,9,87,E,,6,Showers,Showers,1
Tuesday May 9 2023 at 9:00:00 PM,Tuesday,N,1683305963,11,4600,32,rain,29.95,0.01,0,73,61,52,60,61,60,Low,0,2023-05-09T21:00:00-0400,70,10,90,E,,6,Few Showers,Few Showers,1
Tuesday May 9 2023 at 10:00:00 PM,Tuesday,N,1683305963,27,2700,24,rain,29.97,0,0,76,59,51,58,59,58,Low,0,2023-05-09T22:00:00-0400,61,9,93,E,,7,Mostly Cloudy,M Cloudy,1
Tuesday May 9 2023 at 11:00:00 PM,Tuesday,N,1683305963,29,2900,23,rain,29.99,0,0,79,57,50,55,57,55,Low,0,2023-05-09T23:00:00-0400,55,9,67,ENE,,6,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 12:00:00 AM,Wednesday,N,1683305963,29,2900,22,rain,30.01,0,0,79,56,49,54,56,54,Low,0,2023-05-10T00:00:00-0400,53,9,57,ENE,,6,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 1:00:00 AM,Wednesday,N,1683305963,29,2900,22,rain,30.01,0,0,79,55,48,54,55,54,Low,0,2023-05-10T01:00:00-0400,51,9,35,NE,,6,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 2:00:00 AM,Wednesday,N,1683305963,29,2900,24,rain,30.03,0,0,79,54,48,53,54,53,Low,0,2023-05-10T02:00:00-0400,50,9,38,NE,,5,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 3:00:00 AM,Wednesday,N,1683305963,29,2900,24,rain,30.03,0,0,80,53,48,52,53,52,Low,0,2023-05-10T03:00:00-0400,52,9,35,NE,,6,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 4:00:00 AM,Wednesday,N,1683305963,29,2900,24,rain,30.05,0,0,82,53,48,51,53,51,Low,0,2023-05-10T04:00:00-0400,55,9,40,NE,,6,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 5:00:00 AM,Wednesday,N,1683305963,29,2900,19,rain,30.06,0,0,83,53,48,51,53,51,Low,0,2023-05-10T05:00:00-0400,57,9,28,NNE,,6,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 6:00:00 AM,Wednesday,D,1683305963,30,3000,19,rain,30.08,0,0,82,53,48,51,53,51,Low,0,2023-05-10T06:00:00-0400,59,9,32,NNE,,6,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 7:00:00 AM,Wednesday,D,1683305963,28,2800,18,rain,30.1,0,0,82,53,48,51,53,51,Low,0,2023-05-10T07:00:00-0400,61,10,35,NE,,6,Mostly Cloudy,M Cloudy,1
Wednesday May 10 2023 at 8:00:00 AM,Wednesday,D,1683305963,28,2800,15,rain,30.13,0,0,77,55,48,53,55,53,Low,1,2023-05-10T08:00:00-0400,60,10,33,NNE,,7,Mostly Cloudy,M Cloudy,1
Wednesday May 10 2023 at 9:00:00 AM,Wednesday,D,1683305963,30,3000,12,rain,30.14,0,0,71,57,47,55,57,55,Low,2,2023-05-10T09:00:00-0400,56,10,34,NE,,7,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 10:00:00 AM,Wednesday,D,1683305963,30,3000,9,rain,30.16,0,0,63,59,46,58,59,58,Moderate,4,2023-05-10T10:00:00-0400,51,10,41,NE,,7,Partly Cloudy,P Cloudy,1
